poisonous,cap-shape,cap-color,bruises,gill-color,stalk-shape,veil-color,ring-number,spore-print-color,population,habitat
e,f,n,f,p,t,w,o,k,s,g
e,x,e,t,w,t,w,o,n,v,d
e,f,n,f,k,t,w,o,k,s,g
e,f,n,t,n,t,w,o,n,v,d
e,f,w,f,h,t,w,o,k,s,g
e,x,n,f,k,t,w,o,k,a,g
e,f,n,f,h,t,w,o,n,s,g
p,x,n,t,w,e,w,o,k,v,u
e,x,n,t,p,t,w,o,k,y,d
e,f,n,f,k,t,w,o,n,s,g
p,f,w,t,n,e,w,o,n,s,g
e,x,n,t,n,t,w,o,n,v,d
e,x,g,t,u,t,w,o,n,y,d
e,f,n,f,p,t,w,o,n,a,g
e,x,e,t,p,t,w,o,k,v,d
e,f,w,f,p,t,w,o,n,s,g
e,x,w,f,h,t,w,o,k,s,g
e,x,w,t,k,e,w,o,k,n,m
e,x,w,f,p,t,w,o,n,s,g
e,x,g,t,u,t,w,o,n,v,d
e,x,g,t,n,t,w,o,k,y,d
e,x,g,f,n,t,w,o,n,a,g
p,f,w,t,n,e,w,o,n,s,u
e,x,e,t,w,t,w,o,n,v,d
p,f,n,t,n,e,w,o,k,s,u
p,f,n,t,w,e,w,o,n,v,g
e,x,g,t,p,t,w,o,n,v,d
e,f,n,f,h,t,w,o,n,a,g
e,x,g,t,p,t,w,o,n,y,d
e,x,n,f,h,t,w,o,k,a,g
e,x,n,t,w,t,w,o,n,y,d
e,f,n,f,p,t,w,o,n,s,g
e,f,n,f,p,t,w,o,k,a,g
e,x,n,f,k,t,w,o,k,a,g
e,x,n,f,k,t,w,o,k,s,g
e,x,n,t,w,t,w,o,n,v,d
e,x,e,t,u,t,w,o,n,v,d
e,f,n,f,k,t,w,o,k,a,g
e,x,n,t,w,t,w,o,k,y,d
p,f,w,t,w,e,w,o,n,v,u
e,x,y,t,n,e,w,o,n,s,g
p,f,n,t,p,e,w,o,k,s,g
e,f,w,f,h,t,w,o,n,s,g
e,f,n,f,n,t,w,o,k,a,g
p,f,n,t,w,e,w,o,n,v,g
e,x,n,f,k,t,w,o,n,a,g
e,x,n,f,n,t,w,o,k,s,g
e,x,e,t,u,t,w,o,k,v,d
e,f,n,f,k,t,w,o,k,a,g
e,x,w,f,k,t,w,o,n,s,g
e,f,g,f,p,t,w,o,n,a,g
e,f,w,f,h,t,w,o,k,s,g
e,f,y,t,n,t,w,o,n,v,d
e,f,w,t,n,t,w,o,n,v,d
e,f,n,f,p,t,w,o,n,a,g
e,x,n,t,u,t,w,o,n,y,d
e,x,g,t,n,t,w,o,k,y,d
e,x,n,t,u,t,w,o,n,y,d
e,x,n,f,k,t,w,o,k,s,g
e,x,g,t,u,t,w,o,n,y,d
e,x,n,t,n,t,w,o,k,v,d
e,x,g,f,p,t,w,o,k,a,g
e,x,n,t,n,t,w,o,n,v,d
e,x,n,f,h,t,w,o,k,a,g
e,b,w,t,k,e,w,o,k,s,m
e,x,e,t,u,t,w,o,k,v,d
e,f,n,f,h,t,w,o,n,s,g
e,x,e,t,w,t,w,o,k,y,d
e,f,n,t,p,t,w,o,k,y,d
e,x,g,t,u,t,w,o,k,v,d
e,x,g,f,p,t,w,o,n,a,g
e,x,n,f,k,t,w,o,k,s,g
e,x,g,f,p,t,w,o,n,a,g
e,x,g,f,n,t,w,o,k,a,g
e,x,e,t,w,t,w,o,k,y,d
e,f,g,t,w,t,w,o,n,y,d
e,f,n,t,n,t,w,o,k,y,d
e,x,n,f,k,t,w,o,n,s,g
e,f,n,f,n,t,w,o,n,s,g
e,x,w,f,n,t,w,o,k,s,g
e,x,y,t,p,e,w,o,n,s,p
e,x,e,t,u,t,w,o,n,v,d
e,x,n,f,h,t,w,o,k,s,g
e,x,n,t,p,t,w,o,k,v,d
e,f,g,t,n,t,w,o,n,y,d
e,x,w,f,k,t,w,o,n,a,g
e,x,w,t,k,e,w,o,k,s,m
e,x,n,f,p,t,w,o,n,s,g
e,f,w,f,p,t,w,o,n,a,g
e,f,n,t,u,t,w,o,n,v,d
e,f,w,f,k,t,w,o,k,s,g
e,x,g,t,u,t,w,o,n,v,d
e,x,n,t,p,t,w,o,n,y,d
e,x,w,f,p,t,w,o,n,a,g
e,x,w,t,n,e,w,o,k,n,m
e,f,g,f,n,t,w,o,n,s,g
p,f,n,t,n,e,w,o,n,v,g
e,f,g,f,p,t,w,o,n,s,g
e,x,n,t,n,t,w,o,n,v,d
e,x,w,f,n,t,w,o,n,s,g
e,x,n,t,u,t,w,o,k,v,d
e,x,e,t,p,t,w,o,n,v,d
p,f,n,t,n,e,w,o,k,v,u
e,f,g,f,p,t,w,o,n,a,g
e,x,g,t,n,t,w,o,k,y,d
e,f,g,t,n,t,w,o,k,y,d
e,x,g,t,n,t,w,o,k,v,d
e,x,g,t,w,t,w,o,n,y,d
e,x,n,t,u,t,w,o,k,y,d
p,x,w,t,p,e,w,o,n,v,u
e,x,y,t,k,e,w,o,k,n,m
e,x,n,t,n,t,w,o,n,v,d
e,f,n,t,w,t,w,o,n,y,d
e,x,g,f,n,t,w,o,n,s,g
e,x,e,t,u,t,w,o,n,y,d
e,x,g,f,k,t,w,o,n,s,g
e,f,w,f,p,t,w,o,n,s,g
e,x,n,t,n,t,w,o,n,v,d
e,f,n,t,u,t,w,o,n,v,d
e,f,g,f,n,t,w,o,k,s,g
e,f,g,f,n,t,w,o,k,s,g
e,f,n,f,h,t,w,o,n,s,g
e,x,g,t,p,t,w,o,k,y,d
e,x,e,t,n,t,w,o,n,y,d
p,f,n,t,p,e,w,o,k,s,u
e,x,g,t,p,t,w,o,k,v,d
e,x,w,f,k,t,w,o,n,a,g
e,b,w,t,g,e,w,o,n,s,m
e,x,w,f,h,t,w,o,n,s,g
e,f,n,f,k,t,w,o,k,s,g
e,x,g,t,p,t,w,o,k,y,d
e,f,g,t,n,t,w,o,n,v,d
e,x,g,f,p,t,w,o,k,s,g
p,x,w,t,n,e,w,o,k,s,g
e,x,n,f,k,t,w,o,n,a,g
e,x,g,t,p,t,w,o,k,y,d
e,f,g,t,p,t,w,o,n,v,d
e,x,n,t,w,t,w,o,n,v,d
e,x,e,t,p,t,w,o,n,y,d
e,f,n,t,w,t,w,o,n,y,d
e,x,e,t,u,t,w,o,k,y,d
e,f,n,t,p,t,w,o,n,v,d
e,x,e,t,u,t,w,o,k,y,d
e,x,g,t,w,t,w,o,k,v,d
e,f,g,t,p,t,w,o,k,v,d
e,x,e,t,w,t,w,o,k,v,d
e,x,e,t,u,t,w,o,n,v,d
p,x,w,t,w,e,w,o,n,v,g
e,x,e,t,n,t,w,o,n,v,d
e,x,g,t,p,t,w,o,k,v,d
e,x,n,t,p,t,w,o,n,y,d
e,x,e,t,w,t,w,o,k,y,d
e,x,g,t,n,t,w,o,k,v,d
e,x,g,t,n,t,w,o,k,v,d
e,x,g,t,u,t,w,o,k,v,d
e,x,e,t,p,t,w,o,n,y,d
e,f,e,t,n,t,w,o,n,y,d
e,f,n,t,p,t,w,o,k,v,d
e,x,n,t,u,t,w,o,k,v,d
e,f,g,t,w,t,w,o,k,v,d
e,x,e,t,u,t,w,o,n,v,d
e,x,g,t,p,t,w,o,n,y,d
e,x,g,t,n,t,w,o,k,v,d
p,x,g,f,p,e,w,o,h,y,g
p,f,w,t,p,e,w,o,k,s,g
e,x,e,t,n,t,w,o,k,v,d
e,x,w,f,h,t,w,o,n,s,g
e,x,n,t,u,t,w,o,n,v,d
e,f,n,t,n,t,w,o,n,y,d
e,x,n,t,w,t,w,o,n,v,d
e,x,g,t,u,t,w,o,n,y,d
e,x,g,t,w,t,w,o,n,v,d
e,x,e,t,u,t,w,o,k,v,d
e,x,n,t,n,t,w,o,n,y,d
e,x,g,t,w,t,w,o,k,y,d
e,x,e,t,w,t,w,o,k,v,d
e,x,e,t,u,t,w,o,k,v,d
e,x,n,t,p,t,w,o,n,y,d
e,x,e,t,n,t,w,o,k,y,d
e,f,n,t,p,t,w,o,n,v,d
e,f,n,t,n,t,w,o,k,v,d
e,x,n,t,n,t,w,o,n,v,d
p,f,n,t,n,e,w,o,n,v,u
e,f,e,t,u,t,w,o,n,y,d
p,x,w,t,w,e,w,o,k,s,g
e,x,e,t,u,t,w,o,k,y,d
e,f,n,t,p,t,w,o,k,y,d
e,x,n,t,u,t,w,o,n,v,d
e,f,e,t,p,t,w,o,n,v,d
e,x,e,t,n,t,w,o,n,y,d
e,x,g,t,p,t,w,o,n,v,d
e,x,n,t,n,t,w,o,n,y,d
e,f,n,t,u,t,w,o,n,v,d
e,f,n,t,w,t,w,o,n,y,d
e,x,e,t,u,t,w,o,k,v,d
e,x,n,t,u,t,w,o,k,y,d
e,x,e,t,p,t,w,o,n,y,d
e,f,g,t,p,t,w,o,k,v,d
e,x,n,t,u,t,w,o,k,y,d
e,f,n,t,u,t,w,o,n,y,d
e,x,e,t,n,t,w,o,n,y,d
e,x,e,t,w,t,w,o,n,y,d
e,x,g,t,p,t,w,o,k,y,d
e,x,g,t,n,t,w,o,k,y,d
e,x,e,t,p,t,w,o,n,v,d
e,x,g,t,p,t,w,o,k,v,d
e,x,g,t,n,t,w,o,n,v,d
e,f,g,t,n,t,w,o,n,v,d
e,x,g,t,n,t,w,o,k,v,d
e,x,e,t,n,t,w,o,n,y,d
e,f,n,t,p,t,w,o,k,v,d
e,f,n,t,w,t,w,o,k,y,d
e,x,e,t,p,t,w,o,n,v,d
p,x,g,f,p,e,w,o,h,y,d
e,x,g,t,u,t,w,o,k,y,d
e,x,e,t,w,t,w,o,n,y,d
e,x,n,t,u,t,w,o,n,v,d
e,f,n,t,p,t,w,o,n,y,d
e,x,e,t,w,t,w,o,k,v,d
e,f,n,t,p,t,w,o,k,v,d
e,f,n,t,p,t,w,o,k,y,d
e,f,g,t,p,t,w,o,k,y,d
e,x,e,t,n,t,w,o,k,y,d
e,x,g,t,w,t,w,o,k,v,d
e,x,g,t,u,t,w,o,n,v,d
e,x,n,t,u,t,w,o,k,v,d
e,x,g,t,w,t,w,o,k,y,d
e,x,g,f,k,t,w,o,n,s,g
e,x,e,t,u,t,w,o,k,y,d
e,f,g,t,p,t,w,o,k,y,d
e,x,e,t,n,t,w,o,n,v,d
e,f,g,t,n,t,w,o,k,v,d
e,x,g,t,u,t,w,o,k,y,d
e,x,g,t,n,t,w,o,n,v,d
e,f,g,t,p,t,w,o,n,y,d
e,x,w,f,p,t,w,o,n,a,g
e,x,n,t,w,t,w,o,n,y,d
e,f,n,t,w,t,w,o,k,v,d
e,f,g,t,p,t,w,o,k,y,d
e,x,g,t,w,t,w,o,k,y,d
e,x,e,t,u,t,w,o,n,v,d
e,x,e,t,u,t,w,o,k,v,d
e,x,n,t,w,t,w,o,k,y,d
e,f,g,t,w,t,w,o,k,y,d
e,x,g,t,w,t,w,o,n,v,d
p,x,p,f,g,e,w,o,n,s,d
e,x,n,t,p,t,w,o,n,y,d
e,f,g,t,n,t,w,o,k,v,d
e,x,e,t,p,t,w,o,k,y,d
e,f,n,t,p,t,w,o,n,v,d
e,x,n,t,w,t,w,o,n,v,d
e,x,g,t,w,t,w,o,n,y,d
e,f,n,t,p,t,w,o,n,v,d
e,x,n,t,n,t,w,o,k,v,d
e,x,n,t,w,t,w,o,k,v,d
e,x,e,t,w,t,w,o,n,v,d
e,f,g,t,p,t,w,o,k,v,d
e,x,e,t,n,t,w,o,n,v,d
e,x,e,t,u,t,w,o,n,v,d
e,f,n,t,w,t,w,o,n,y,d
e,x,e,t,p,t,w,o,k,v,d
e,x,e,t,n,t,w,o,n,y,d
e,x,w,f,k,t,w,o,n,s,g
e,x,g,t,p,t,w,o,k,y,d
e,x,e,t,p,t,w,o,k,v,d
e,x,g,t,p,t,w,o,n,v,d
e,x,e,t,w,t,w,o,k,v,d
e,x,g,t,p,t,w,o,n,y,d
e,f,e,t,p,t,w,o,n,v,d
e,f,g,t,p,t,w,o,k,v,d
e,x,e,t,p,t,w,o,k,y,d
e,x,g,t,p,t,w,o,n,y,d
e,f,g,f,h,t,w,o,k,s,g
p,x,g,f,g,e,w,o,h,y,p
e,x,e,t,p,t,w,o,k,y,d
e,x,e,t,w,t,w,o,n,y,d
p,f,w,t,w,e,w,o,k,v,g
e,f,n,t,u,t,w,o,k,y,d
e,x,e,t,n,t,w,o,n,y,d
e,x,e,t,n,t,w,o,k,v,d
e,x,g,t,n,t,w,o,k,v,d
e,x,g,t,p,t,w,o,n,v,d
e,x,g,f,n,t,w,o,n,a,g
e,x,n,t,u,t,w,o,n,y,d
e,f,e,t,n,t,w,o,k,y,d
e,x,g,t,u,t,w,o,n,y,d
e,f,n,t,w,t,w,o,k,y,d
e,f,g,f,h,t,w,o,n,s,g
e,f,g,t,p,t,w,o,n,v,d
e,x,n,t,w,t,w,o,k,v,d
e,f,g,t,p,t,w,o,k,y,d
e,f,n,t,u,t,w,o,n,y,d
e,x,g,t,w,t,w,o,n,v,d
e,x,e,t,u,t,w,o,n,v,d
e,x,n,t,n,t,w,o,n,v,d
e,f,g,f,n,t,w,o,n,a,g
e,x,n,t,w,t,w,o,k,y,d
e,f,n,t,n,t,w,o,k,y,d
e,x,e,t,w,t,w,o,n,y,d
e,x,e,t,w,t,w,o,k,y,d
e,x,n,t,n,t,w,o,k,y,d
e,f,w,f,h,t,w,o,k,a,g
e,x,n,t,p,t,w,o,n,v,d
e,x,e,t,p,t,w,o,k,y,d
e,x,g,t,p,t,w,o,n,v,d
e,f,g,t,n,t,w,o,n,v,d
e,f,n,f,n,t,w,o,k,s,g
e,f,g,t,n,t,w,o,k,v,d
e,x,e,t,u,t,w,o,k,y,d
e,f,g,t,n,t,w,o,k,v,d
e,x,n,t,u,t,w,o,n,y,d
e,x,e,t,u,t,w,o,k,y,d
e,x,n,t,w,t,w,o,n,y,d
e,x,g,t,n,t,w,o,n,v,d
e,f,g,t,w,t,w,o,n,v,d
e,x,n,t,p,t,w,o,k,y,d
e,x,n,t,u,t,w,o,n,y,d
e,x,e,t,p,t,w,o,n,v,d
e,f,g,t,n,t,w,o,k,y,d
e,x,n,t,p,t,w,o,k,y,d
p,x,p,f,n,e,w,o,k,v,d
e,f,g,t,w,t,w,o,k,y,d
e,f,n,t,p,t,w,o,n,y,d
p,f,n,t,p,e,w,o,k,s,u
e,x,n,t,u,t,w,o,k,y,d
e,x,g,t,u,t,w,o,k,y,d
e,x,e,t,n,t,w,o,k,v,d
e,x,e,t,n,t,w,o,n,v,d
e,x,e,t,p,t,w,o,k,v,d
e,x,g,t,p,t,w,o,n,y,d
e,f,w,f,n,t,w,o,k,s,g
e,x,g,t,p,t,w,o,n,v,d
e,x,n,f,p,t,w,o,n,s,g
e,x,n,t,w,t,w,o,n,y,d
e,x,g,t,p,t,w,o,k,v,d
e,x,e,t,p,t,w,o,n,v,d
e,x,n,t,u,t,w,o,k,v,d
e,x,g,t,w,t,w,o,n,v,d
e,x,g,t,w,t,w,o,k,y,d
e,x,g,t,w,t,w,o,k,v,d
e,x,g,t,n,t,w,o,n,y,d
e,f,g,t,p,t,w,o,n,v,d
e,x,e,t,p,t,w,o,k,v,d
e,x,e,t,n,t,w,o,k,y,d
e,x,n,t,w,t,w,o,n,v,d
e,x,n,t,w,t,w,o,n,y,d
e,f,n,t,n,t,w,o,k,v,d
e,f,n,t,p,t,w,o,n,y,d
e,x,g,t,u,t,w,o,n,v,d
e,x,e,t,w,t,w,o,k,y,d
e,f,n,t,w,t,w,o,k,v,d
e,x,e,t,p,t,w,o,k,v,d
e,f,n,t,w,t,w,o,k,y,d
e,x,g,t,p,t,w,o,k,y,d
e,f,n,t,n,t,w,o,n,v,d
e,x,g,t,w,t,w,o,k,y,d
e,x,e,t,w,t,w,o,k,v,d
e,x,n,t,p,t,w,o,k,y,d
e,x,g,t,w,t,w,o,k,y,d
e,x,e,t,u,t,w,o,n,y,d
e,x,n,t,u,t,w,o,k,v,d
e,f,n,t,w,t,w,o,n,y,d
e,f,g,t,u,t,w,o,n,v,d
e,x,n,t,w,t,w,o,k,v,d
e,x,e,t,w,t,w,o,k,y,d
e,f,n,t,w,t,w,o,k,v,d
e,x,n,t,w,t,w,o,k,v,d
e,f,n,t,n,t,w,o,k,y,d
e,x,e,t,u,t,w,o,n,y,d
e,x,e,t,u,t,w,o,n,y,d
e,x,g,t,w,t,w,o,n,v,d
e,x,g,t,p,t,w,o,n,v,d
e,f,e,t,u,t,w,o,n,v,d
e,x,n,t,w,t,w,o,n,y,d
e,x,e,t,n,t,w,o,n,y,d
e,x,g,t,u,t,w,o,n,v,d
e,x,g,t,u,t,w,o,k,y,d
e,x,e,t,u,t,w,o,n,v,d
e,f,n,t,w,t,w,o,n,v,d
e,x,n,t,p,t,w,o,n,y,d
e,x,g,t,u,t,w,o,k,v,d
e,x,w,f,h,t,w,o,n,s,g
e,f,g,t,w,t,w,o,n,y,d
e,f,g,f,n,t,w,o,n,s,g
e,f,n,t,u,t,w,o,n,y,d
e,x,e,t,w,t,w,o,k,y,d
p,f,w,t,w,e,w,o,n,s,u
e,x,g,t,n,t,w,o,k,v,d
e,f,n,t,w,t,w,o,k,y,d
e,x,g,t,w,t,w,o,n,y,d
e,x,e,t,n,t,w,o,k,v,d
e,f,g,t,n,t,w,o,k,v,d
e,x,n,t,p,t,w,o,n,y,d
e,x,e,t,n,t,w,o,k,y,d
e,x,n,t,n,t,w,o,n,v,d
e,x,n,t,n,t,w,o,n,y,d
e,f,n,t,p,t,w,o,k,y,d
e,x,g,t,u,t,w,o,k,y,d
e,x,n,t,n,t,w,o,k,y,d
e,x,e,t,w,t,w,o,k,v,d
e,f,n,t,p,t,w,o,k,y,d
e,x,e,t,n,t,w,o,k,v,d
e,f,w,f,k,t,w,o,n,a,g
e,x,n,t,n,t,w,o,k,v,d
e,x,g,t,w,t,w,o,k,y,d
e,x,n,t,w,t,w,o,k,y,d
e,x,e,t,p,t,w,o,n,y,d
e,f,n,t,n,t,w,o,k,y,d
e,x,n,t,u,t,w,o,n,v,d
e,x,n,t,p,t,w,o,n,y,d
p,f,w,t,w,e,w,o,n,v,u
e,x,g,t,w,t,w,o,k,v,d
e,f,w,f,k,t,w,o,k,s,g
e,x,g,f,p,t,w,o,n,s,g
e,x,g,t,p,t,w,o,k,v,d
e,f,n,t,n,t,w,o,k,y,d
e,x,e,t,n,t,w,o,k,v,d
e,x,g,t,n,t,w,o,k,v,d
e,f,n,t,u,t,w,o,k,y,d
e,x,n,t,w,t,w,o,n,v,d
p,x,g,f,h,e,w,o,h,y,d
e,x,e,t,w,t,w,o,k,y,d
e,x,n,f,h,t,w,o,k,a,g
p,x,w,t,n,e,w,o,n,v,g
e,x,g,t,p,t,w,o,n,y,d
e,f,n,t,n,t,w,o,n,v,d
e,x,n,t,p,t,w,o,k,y,d
e,x,g,t,u,t,w,o,k,v,d
e,x,g,t,w,t,w,o,k,v,d
e,f,n,t,u,t,w,o,n,v,d
e,f,n,t,u,t,w,o,k,y,d
e,x,g,t,u,t,w,o,k,v,d
e,f,g,t,n,t,w,o,n,y,d
e,x,e,t,u,t,w,o,n,y,d
e,x,e,t,n,t,w,o,k,y,d
p,x,w,t,n,e,w,o,k,v,g
e,f,g,t,n,t,w,o,k,v,d
e,x,g,t,p,t,w,o,k,v,d
e,f,e,t,w,t,w,o,k,v,d
e,f,g,t,p,t,w,o,k,v,d
e,x,n,t,w,t,w,o,n,v,d
e,x,e,t,w,t,w,o,n,y,d
e,x,e,t,w,t,w,o,n,y,d
e,x,e,t,w,t,w,o,k,y,d
e,f,g,t,n,t,w,o,n,y,d
e,x,g,t,p,t,w,o,k,v,d
e,f,n,t,p,t,w,o,n,v,d
e,x,n,t,p,t,w,o,n,v,d
e,x,g,t,n,t,w,o,k,v,d
e,x,g,t,u,t,w,o,n,v,d
e,x,n,t,p,t,w,o,k,y,d
e,f,n,t,w,t,w,o,n,v,d
e,x,n,t,u,t,w,o,k,y,d
e,x,n,t,p,t,w,o,k,y,d
e,f,n,t,p,t,w,o,k,v,d
e,x,n,t,u,t,w,o,n,y,d
e,x,n,t,p,t,w,o,n,v,d
e,x,n,t,p,t,w,o,k,y,d
e,f,g,t,n,t,w,o,n,y,d
e,x,e,t,u,t,w,o,n,y,d
e,f,n,t,p,t,w,o,n,v,d
p,x,p,f,g,e,w,o,k,v,d
e,x,e,t,u,t,w,o,n,y,d
e,f,n,t,w,t,w,o,k,y,d
e,x,n,t,w,t,w,o,k,y,d
e,f,e,t,u,t,w,o,n,v,d
e,x,e,t,n,t,w,o,k,y,d
e,x,g,t,w,t,w,o,n,y,d
e,x,g,t,n,t,w,o,n,y,d
e,x,g,t,p,t,w,o,k,v,d
e,x,g,t,u,t,w,o,n,y,d
e,f,g,t,p,t,w,o,n,y,d
e,x,e,t,u,t,w,o,n,v,d
e,f,n,t,p,t,w,o,k,y,d
e,f,e,t,u,t,w,o,k,v,d
e,x,g,t,u,t,w,o,n,y,d
e,x,g,t,w,t,w,o,k,y,d
e,x,g,t,n,t,w,o,k,y,d
p,x,g,f,h,e,w,o,h,y,g
e,x,n,t,u,t,w,o,k,v,d
e,x,e,t,p,t,w,o,n,y,d
e,x,n,t,w,t,w,o,k,v,d
e,f,n,t,p,t,w,o,n,y,d
e,f,n,t,p,t,w,o,k,v,d
e,f,g,t,n,t,w,o,k,y,d
e,f,g,t,p,t,w,o,n,y,d
e,x,g,t,w,t,w,o,n,y,d
e,x,g,f,k,t,w,o,n,a,g
e,x,g,t,n,t,w,o,k,y,d
e,x,e,t,p,t,w,o,k,y,d
e,f,n,t,p,t,w,o,k,v,d
e,x,e,t,n,t,w,o,n,y,d
e,x,g,t,p,t,w,o,n,v,d
e,x,n,t,p,t,w,o,k,y,d
e,x,e,t,w,t,w,o,n,v,d
e,x,n,t,w,t,w,o,k,v,d
e,f,g,t,p,t,w,o,k,y,d
e,x,g,t,n,t,w,o,k,y,d
e,x,g,t,u,t,w,o,k,v,d
e,f,n,t,u,t,w,o,n,y,d
e,x,g,t,p,t,w,o,k,v,d
e,f,n,t,p,t,w,o,n,v,d
e,x,e,t,p,t,w,o,k,v,d
e,x,n,t,u,t,w,o,k,y,d
e,x,g,t,w,t,w,o,k,v,d
e,f,g,t,p,t,w,o,k,v,d
e,x,g,t,p,t,w,o,n,v,d
e,x,n,t,w,t,w,o,k,v,d
e,x,g,t,w,t,w,o,n,v,d
e,x,g,t,p,t,w,o,n,y,d
e,x,e,t,n,t,w,o,n,v,d
e,x,n,t,w,t,w,o,k,v,d
e,x,g,t,u,t,w,o,k,y,d
p,f,n,t,k,e,w,o,k,s,u
e,x,g,f,n,t,w,o,n,s,g
e,x,g,t,u,t,w,o,k,v,d
e,x,e,t,n,t,w,o,k,y,d
p,x,p,f,u,e,w,o,n,s,d
e,x,n,t,w,t,w,o,k,y,d
e,x,e,t,p,t,w,o,k,v,d
e,x,n,t,p,t,w,o,n,y,d
e,x,e,t,u,t,w,o,k,v,d
e,x,w,f,k,t,w,o,n,s,g
e,f,g,t,p,t,w,o,n,v,d
e,x,g,t,n,t,w,o,n,v,d
e,x,g,t,n,t,w,o,n,v,d
e,x,e,t,n,t,w,o,n,y,d
e,x,g,t,n,t,w,o,k,v,d
e,x,g,t,w,t,w,o,n,v,d
e,x,e,t,p,t,w,o,k,y,d
p,f,w,t,p,e,w,o,n,v,u
e,f,n,t,u,t,w,o,n,y,d
e,x,e,t,w,t,w,o,k,y,d
e,x,e,t,n,t,w,o,n,v,d
e,x,g,t,p,t,w,o,k,v,d
e,f,w,f,h,t,w,o,k,s,g
e,x,n,f,k,t,w,o,n,a,g
e,x,n,t,w,t,w,o,k,v,d
e,f,n,t,n,t,w,o,n,v,d
e,x,e,t,p,t,w,o,n,y,d
e,x,e,t,u,t,w,o,n,y,d
e,x,e,t,p,t,w,o,n,y,d
e,f,n,t,w,t,w,o,k,y,d
e,x,g,t,w,t,w,o,k,v,d
e,f,n,t,w,t,w,o,k,v,d
e,f,e,t,n,t,w,o,n,y,d
e,x,e,t,w,t,w,o,n,v,d
p,x,w,f,p,e,w,o,n,s,d
e,f,n,t,u,t,w,o,k,y,d
e,f,g,t,p,t,w,o,n,y,d
e,f,n,t,u,t,w,o,k,v,d
e,x,n,t,p,t,w,o,k,v,d
e,x,e,t,w,t,w,o,k,y,d
e,f,w,f,n,t,w,o,n,s,g
e,x,g,t,u,t,w,o,n,y,d
e,x,e,t,p,t,w,o,k,v,d
e,f,n,t,n,t,w,o,n,v,d
e,f,n,t,p,t,w,o,k,v,d
e,x,n,t,n,t,w,o,k,y,d
e,x,g,t,n,t,w,o,n,y,d
e,x,n,t,n,t,w,o,k,v,d
e,x,g,t,u,t,w,o,n,y,d
e,x,n,t,w,t,w,o,k,y,d
e,x,n,t,p,t,w,o,k,v,d
e,f,n,t,p,t,w,o,n,y,d
e,x,g,t,n,t,w,o,n,v,d
e,x,e,t,w,t,w,o,k,y,d
e,x,n,t,n,t,w,o,k,y,d
p,x,g,f,g,e,w,o,h,y,p
e,f,g,t,u,t,w,o,k,v,d
e,x,e,t,u,t,w,o,k,v,d
p,x,g,f,h,e,w,o,h,v,d
e,x,e,t,n,t,w,o,k,v,d
e,x,e,t,n,t,w,o,k,v,d
p,x,g,f,h,e,w,o,h,y,d
p,x,p,f,n,e,w,o,n,s,d
e,x,g,t,u,t,w,o,k,v,d
e,f,g,t,p,t,w,o,n,y,d
e,x,g,t,u,t,w,o,n,v,d
e,x,g,t,w,t,w,o,k,y,d
e,x,g,t,n,t,w,o,n,v,d
e,f,g,t,n,t,w,o,n,y,d
e,x,g,t,w,t,w,o,n,y,d
e,x,e,t,p,t,w,o,k,v,d
e,x,n,t,w,t,w,o,k,y,d
e,x,n,t,u,t,w,o,k,v,d
e,f,n,t,p,t,w,o,k,y,d
e,f,n,t,u,t,w,o,n,v,d
e,f,g,t,n,t,w,o,k,y,d
e,x,g,t,p,t,w,o,k,y,d
e,x,n,t,u,t,w,o,n,v,d
e,x,e,t,w,t,w,o,n,v,d
e,f,n,t,u,t,w,o,n,v,d
e,x,g,t,n,t,w,o,n,v,d
e,x,n,t,u,t,w,o,k,y,d
p,x,w,f,g,e,w,o,k,v,d
e,f,n,t,u,t,w,o,k,y,d
e,x,e,t,w,t,w,o,n,v,d
e,x,n,t,n,t,w,o,n,y,d
e,f,g,t,n,t,w,o,k,v,d
e,x,e,t,w,t,w,o,k,y,d
p,x,g,f,p,e,w,o,h,y,d
e,x,e,t,n,t,w,o,k,y,d
e,f,g,t,p,t,w,o,n,v,d
e,f,e,t,w,t,w,o,k,v,d
e,x,e,t,p,t,w,o,n,v,d
p,x,g,f,p,e,w,o,h,v,g
e,x,n,t,w,t,w,o,n,y,d
e,x,n,t,p,t,w,o,k,v,d
e,x,n,t,p,t,w,o,k,v,d
e,x,n,t,n,t,w,o,k,y,d
e,x,g,t,u,t,w,o,n,y,d
e,x,n,t,n,t,w,o,k,y,d
e,x,g,t,p,t,w,o,k,y,d
e,x,e,t,n,t,w,o,k,y,d
e,x,e,t,n,t,w,o,k,v,d
e,x,g,t,p,t,w,o,n,v,d
e,f,e,t,n,t,w,o,n,v,d
e,f,n,t,n,t,w,o,k,v,d
e,f,n,t,w,t,w,o,n,v,d
e,x,g,t,p,t,w,o,n,v,d
e,x,g,t,w,t,w,o,n,y,d
e,x,e,t,u,t,w,o,k,v,d
e,f,n,t,w,t,w,o,n,v,d
e,f,n,t,p,t,w,o,n,v,d
e,x,e,t,p,t,w,o,k,y,d
e,x,n,t,n,t,w,o,n,v,d
e,f,n,t,p,t,w,o,k,y,d
e,f,n,t,w,t,w,o,n,v,d
p,x,g,f,g,e,w,o,h,v,p
e,x,g,t,n,t,w,o,k,y,d
e,x,n,t,w,t,w,o,n,y,d
e,x,g,t,n,t,w,o,n,y,d
